src,hrc_key,desired_metric,achieved_metric,distance_index,distance
People_063_h.jpg,C,0.45775766648680044,0.45818355679512024,20,0.00042589030831979846
People_063_h.jpg,D,0.3375324138621293,0.33193254470825195,12,0.005599869153877335
People_063_h.jpg,E,0.26604605095,0.2710152864456177,9,0.004969235495617674
People_063_h.jpg,F,0.22354000524961462,0.22356382012367249,7,2.3814874057864754e-05
People_063_h.jpg,G,0.1611954868,0.17252573370933533,5,0.011330246909335318
People_064_h.jpg,A,1,1,None,0
People_064_h.jpg,B,0.659951634396917,0.6590384244918823,43,0.0009132099050346287
People_064_h.jpg,C,0.45775766648680044,0.4530985951423645,19,0.004659071344435939
People_064_h.jpg,D,0.3375324138621293,0.34487712383270264,12,0.007344709970573349
People_064_h.jpg,E,0.26604605095,0.2631128132343292,8,0.002933237715670778
People_064_h.jpg,F,0.22354000524961462,0.21650002896785736,6,0.00703997628175726
People_064_h.jpg,G,0.1611954868,0.16043870151042938,4,0.0007567852895706273
People_065_h.jpg,A,1,1,None,0
People_065_h.jpg,B,0.659951634396917,0.6605868339538574,56,0.0006351995569404689
People_065_h.jpg,C,0.45775766648680044,0.4580855369567871,29,0.0003278704699866686
People_065_h.jpg,D,0.3375324138621293,0.3412182629108429,19,0.0036858490487136075
People_065_h.jpg,E,0.26604605095,0.27025336027145386,14,0.004207309321453856
People_065_h.jpg,F,0.22354000524961462,0.22462528944015503,11,0.0010852841905404087
People_065_h.jpg,G,0.1611954868,0.15720269083976746,7,0.0039927959602325536
People_066_v.jpg,A,1,1,None,0
People_066_v.jpg,B,0.659951634396917,0.6581305861473083,35,0.0018210482496086033
People_066_v.jpg,C,0.45775766648680044,0.4640919864177704,17,0.006334319930969945
People_066_v.jpg,D,0.3375324138621293,0.3272571265697479,10,0.010275287292381363
